Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2004,ERI,BGR,Eritrea,Bulgaria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2004,ERI,CAN,Eritrea,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2004,ERI,CAN,Eritrea,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852
2004,ERI,DNK,Eritrea,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2004,ERI,DNK,Eritrea,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2004,ERI,DJI,Eritrea,Djibouti,REF,Aour-Aoussa,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
2004,ERI,DJI,Eritrea,Djibouti,REF,Hol-Hol,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2004,ERI,ERI,Eritrea,Eritrea,RET,Dispersed in the country / territory,R,U,472,354,304,2990,600,0,4720,451,321,276,2695,930,0,4673,9393
2004,ERI,ERI,Eritrea,Eritrea,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
2004,ERI,ETH,Eritrea,Ethiopia,REF,Addis Ababa,U,U,0,0,0,0,0,591,591,0,0,0,13,0,1051,1064,1655
2004,ERI,ETH,Eritrea,Ethiopia,REF,Shimelba (Shire/Shiraro),C,U,397,404,346,1253,139,0,2539,406,449,384,3112,174,0,4525,7064
2004,ERI,FIN,Eritrea,Finland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2004,ERI,FRA,Eritrea,France,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2004,ERI,GBR,Eritrea,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404
2004,ERI,DEU,Eritrea,Germany,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2004,ERI,DEU,Eritrea,Germany,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974
2004,ERI,GRC,Eritrea,Greece,ASY,Dispersed in the country / territory,U,U,0,0,0,14,0,0,14,0,0,0,5,0,0,5,19
2004,ERI,HUN,Eritrea,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,ERI,IND,Eritrea,India,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,ERI,IND,Eritrea,India,REF,New Delhi,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2004,ERI,IRL,Eritrea,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2004,ERI,IRL,Eritrea,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2004,ERI,ISR,Eritrea,Israel,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2004,ERI,ITA,Eritrea,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785
2004,ERI,JOR,Eritrea,Jordan,ASY,Amman,U,U,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
2004,ERI,KEN,Eritrea,Kenya,ASY,Kakuma,R,U,0,0,0,0,0,0,0,0,5,0,7,0,0,12,12
2004,ERI,KEN,Eritrea,Kenya,ASY,Nairobi,U,U,0,18,14,10,0,0,42,0,30,27,7,5,0,69,111
2004,ERI,KEN,Eritrea,Kenya,REF,Dagahaley (Dadaab),C,U,0,0,0,9,0,0,9,0,0,5,30,0,0,35,44
2004,ERI,KEN,Eritrea,Kenya,REF,Ifo (Dadaab),C,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2004,ERI,KEN,Eritrea,Kenya,REF,Kakuma,C,U,0,0,0,6,0,0,6,5,0,0,22,0,0,27,33
2004,ERI,KEN,Eritrea,Kenya,REF,Nairobi,U,U,0,58,49,32,0,0,139,5,103,88,32,11,0,239,378
2004,ERI,LBY,Eritrea,Libya,ASY,Tripoli,U,U,7,0,0,10,0,0,17,0,5,0,26,0,0,31,48
2004,ERI,LBY,Eritrea,Libya,REF,Tripoli,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,ERI,MEX,Eritrea,Mexico,ASY,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,29,0,0,29,29
2004,ERI,MEX,Eritrea,Mexico,REF,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2004,ERI,MYS,Eritrea,Malaysia,ASY,Kuala Lumpur,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,ERI,MWI,Eritrea,Malawi,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,ERI,MLT,Eritrea,Malta,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2004,ERI,MLT,Eritrea,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2004,ERI,NLD,Eritrea,Netherlands,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
2004,ERI,NLD,Eritrea,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
2004,ERI,NGA,Eritrea,Nigeria,REF,Lagos,U,U,0,0,0,8,0,0,8,0,5,0,8,0,0,13,21
2004,ERI,NOR,Eritrea,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
2004,ERI,NZL,Eritrea,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2004,ERI,ZAF,Eritrea,South Africa,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
2004,ERI,SAU,Eritrea,Saudi Arabia,ASY,Riyadh,U,U,0,0,6,0,0,0,6,0,0,7,0,0,0,7,13
2004,ERI,SAU,Eritrea,Saudi Arabia,REF,Gizan,U,U,0,0,0,0,0,0,0,0,0,0,52,0,0,52,52
2004,ERI,SAU,Eritrea,Saudi Arabia,REF,Riyadh,U,U,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
2004,ERI,SOM,Eritrea,Somalia,REF,Hargeisa,U,U,0,7,0,0,0,0,7,0,0,8,0,0,0,8,15
2004,ERI,ESP,Eritrea,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,ERI,SDN,Eritrea,Sudan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2004,ERI,SDN,Eritrea,Sudan,ASY,Kilo 26,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2004,ERI,SDN,Eritrea,Sudan,OOC,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37416
2004,ERI,SDN,Eritrea,Sudan,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,16848,16848,0,0,0,0,0,25273,25273,42121
2004,ERI,SDN,Eritrea,Sudan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68806
2004,ERI,SWE,Eritrea,Sweden,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
2004,ERI,SWE,Eritrea,Sweden,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
2004,ERI,CHE,Eritrea,Switzerland,ASY,Dispersed in the country / territory,U,U,5,5,5,38,0,0,53,6,5,5,41,0,0,57,110
2004,ERI,CHE,Eritrea,Switzerland,REF,Dispersed in the country / territory,U,U,6,15,12,60,5,8,106,13,17,14,49,5,11,109,215
2004,ERI,SYR,Eritrea,Syrian Arab Republic,ASY,Damascus,U,U,0,0,0,7,0,0,7,0,0,0,6,0,0,6,13
2004,ERI,SYR,Eritrea,Syrian Arab Republic,REF,Damascus,U,U,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2004,ERI,THA,Eritrea,Thailand,ASY,Bangkok,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2004,ERI,TUR,Eritrea,Türkiye,ASY,Istanbul,U,U,0,5,0,6,0,0,11,0,0,0,6,0,0,6,17
2004,ERI,ARE,Eritrea,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2004,ERI,UGA,Eritrea,Uganda,ASY,Kampala,U,U,5,12,11,35,0,0,63,0,6,7,63,0,0,76,139
2004,ERI,UGA,Eritrea,Uganda,REF,Moyo,C,U,0,6,0,0,0,0,6,0,6,0,0,0,0,6,12
2004,ERI,USA,Eritrea,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2004,ERI,USA,Eritrea,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277
2004,ERI,YEM,Eritrea,Yemen,ASY,Sana'a/Aden,U,U,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8
2004,ERI,YEM,Eritrea,Yemen,REF,Aden,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,ERI,YEM,Eritrea,Yemen,REF,Sana'a,U,U,0,0,7,27,0,0,34,0,10,9,43,0,0,62,96
2004,ERI,ZWE,Eritrea,Zimbabwe,REF,Dispersed in the country / territory,U,U,0,0,8,5,0,0,13,7,7,0,17,0,0,31,44
2005,ERI,EGY,Eritrea,Egypt,ASY,Cairo,U,U,0,0,5,40,0,0,45,0,5,0,39,0,0,44,89
2005,ERI,EGY,Eritrea,Egypt,REF,Cairo,U,U,8,8,7,98,0,0,121,5,6,5,68,0,0,84,205
2005,ERI,AUS,Eritrea,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2005,ERI,AUS,Eritrea,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
2005,ERI,AUT,Eritrea,Austria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2005,ERI,BEL,Eritrea,Belgium,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2005,ERI,BFA,Eritrea,Burkina Faso,REF,Ouagadougou-Bobo,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,BWA,Eritrea,Botswana,REF,Dukwi,C,U,0,0,7,0,0,0,7,0,0,0,0,0,0,0,7
2005,ERI,BGR,Eritrea,Bulgaria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2005,ERI,CAN,Eritrea,Canada,ASY,Dispersed in the country / territory,U,U,0,8,7,36,0,0,51,6,6,5,47,0,0,64,115
2005,ERI,CAN,Eritrea,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197
2005,ERI,CHN,Eritrea,China,ASY,Beijing,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,CYP,Eritrea,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,DNK,Eritrea,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2005,ERI,DNK,Eritrea,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2005,ERI,DJI,Eritrea,Djibouti,ASY,Djibouti,U,U,0,0,0,5,0,0,5,0,0,0,12,0,0,12,17
2005,ERI,DJI,Eritrea,Djibouti,REF,Ali-Adde,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2005,ERI,DJI,Eritrea,Djibouti,REF,Hol-Hol,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2005,ERI,ETH,Eritrea,Ethiopia,REF,Addis Ababa,U,U,0,0,0,0,0,0,0,5,0,0,12,0,0,17,17
2005,ERI,ETH,Eritrea,Ethiopia,REF,Shimelba (Shire/Shiraro),C,U,484,447,384,1514,144,0,2973,498,485,415,6117,0,195,7710,10683
2005,ERI,FIN,Eritrea,Finland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2005,ERI,FRA,Eritrea,France,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,34,34,0,0,0,0,0,29,29,63
2005,ERI,GBR,Eritrea,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617
2005,ERI,DEU,Eritrea,Germany,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
2005,ERI,DEU,Eritrea,Germany,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746
2005,ERI,GRC,Eritrea,Greece,ASY,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,GRC,Eritrea,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,HKG,Eritrea,"China, Hong Kong Special Administrative Region",ASY,Hong Kong,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,HUN,Eritrea,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,IND,Eritrea,India,ASY,New Delhi,U,U,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11
2005,ERI,IND,Eritrea,India,REF,New Delhi,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,IRL,Eritrea,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2005,ERI,ISR,Eritrea,Israel,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2005,ERI,ISR,Eritrea,Israel,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2005,ERI,ITA,Eritrea,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705
2005,ERI,JOR,Eritrea,Jordan,ASY,Amman,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,KEN,Eritrea,Kenya,ASY,Kakuma,C,U,0,5,0,5,0,0,10,5,0,0,18,0,0,23,33
2005,ERI,KEN,Eritrea,Kenya,ASY,Nairobi,U,U,0,0,0,9,0,0,9,0,0,5,7,0,0,12,21
2005,ERI,KEN,Eritrea,Kenya,REF,Dagahaley (Dadaab),C,U,0,0,0,8,0,0,8,0,0,0,34,0,0,34,42
2005,ERI,KEN,Eritrea,Kenya,REF,Ifo (Dadaab),C,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,KEN,Eritrea,Kenya,REF,Kakuma,C,U,0,0,6,12,0,0,18,0,0,6,41,0,0,47,65
2005,ERI,KEN,Eritrea,Kenya,REF,Nairobi,U,U,0,15,12,152,0,0,179,15,15,13,264,14,0,321,500
2005,ERI,LBY,Eritrea,Libya,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2005,ERI,LBY,Eritrea,Libya,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,MEX,Eritrea,Mexico,ASY,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2005,ERI,MYS,Eritrea,Malaysia,ASY,Kuala Lumpur,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,MWI,Eritrea,Malawi,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,MWI,Eritrea,Malawi,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,MLT,Eritrea,Malta,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2005,ERI,MLT,Eritrea,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
2005,ERI,NLD,Eritrea,Netherlands,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
2005,ERI,NLD,Eritrea,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
2005,ERI,NGA,Eritrea,Nigeria,REF,Lagos,U,U,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2005,ERI,NOR,Eritrea,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
2005,ERI,NZL,Eritrea,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2005,ERI,ZAF,Eritrea,South Africa,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843
2005,ERI,ZAF,Eritrea,South Africa,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2005,ERI,SAU,Eritrea,Saudi Arabia,ASY,Riyadh,U,U,0,0,5,0,0,0,5,0,0,5,0,0,0,5,10
2005,ERI,SAU,Eritrea,Saudi Arabia,REF,Gizan,U,U,0,0,0,5,0,0,5,0,0,0,209,0,0,209,214
2005,ERI,SAU,Eritrea,Saudi Arabia,REF,Jeddah,U,U,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10
2005,ERI,SAU,Eritrea,Saudi Arabia,REF,Riyadh,U,U,0,0,8,5,0,0,13,0,5,0,11,0,0,16,29
2005,ERI,SOM,Eritrea,Somalia,REF,Hargeisa,U,U,0,7,0,0,0,0,7,0,0,5,8,0,0,13,20
2005,ERI,ESP,Eritrea,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,ERI,SDN,Eritrea,Sudan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2005,ERI,SDN,Eritrea,Sudan,ASY,Wad Sherife,C,U,0,0,0,7,0,0,7,0,9,0,60,0,0,69,76
2005,ERI,SDN,Eritrea,Sudan,OOC,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36110
2005,ERI,SDN,Eritrea,Sudan,REF,Abu Rakham,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
2005,ERI,SDN,Eritrea,Sudan,REF,Asotriba,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
2005,ERI,SDN,Eritrea,Sudan,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42121
2005,ERI,SDN,Eritrea,Sudan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59260
2005,ERI,SDN,Eritrea,Sudan,REF,Gedarif State,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
2005,ERI,SDN,Eritrea,Sudan,REF,Hawata,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002
2005,ERI,SDN,Eritrea,Sudan,REF,Karkora,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467
2005,ERI,SDN,Eritrea,Sudan,REF,Salmin,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770
2005,ERI,SDN,Eritrea,Sudan,REF,Um Ali,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
2005,ERI,SDN,Eritrea,Sudan,REF,Um Sagata,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808
2005,ERI,SDN,Eritrea,Sudan,REF,Wad El Hileau,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
2005,ERI,SWE,Eritrea,Sweden,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
2005,ERI,SWE,Eritrea,Sweden,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822
2005,ERI,CHE,Eritrea,Switzerland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
2005,ERI,CHE,Eritrea,Switzerland,REF,Dispersed in the country / territory,U,U,9,17,15,75,5,13,134,16,20,18,60,5,15,134,268
2005,ERI,SYR,Eritrea,Syrian Arab Republic,ASY,Damascus,U,U,0,5,0,10,0,0,15,0,0,0,10,0,0,10,25
2005,ERI,SYR,Eritrea,Syrian Arab Republic,REF,Damascus,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2005,ERI,TUR,Eritrea,Türkiye,ASY,Istanbul,U,U,0,0,0,7,0,0,7,0,0,0,9,0,0,9,16
2005,ERI,TUR,Eritrea,Türkiye,REF,Istanbul,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,ARE,Eritrea,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2005,ERI,UGA,Eritrea,Uganda,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
2005,ERI,UGA,Eritrea,Uganda,REF,Nakivale,C,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,USA,Eritrea,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
2005,ERI,USA,Eritrea,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734
2005,ERI,YEM,Eritrea,Yemen,ASY,Sana'a/Aden,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2005,ERI,YEM,Eritrea,Yemen,REF,Aden,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,ERI,YEM,Eritrea,Yemen,REF,Sana'a,U,U,8,0,0,32,0,0,40,5,8,6,53,5,0,77,117
2006,ERI,AGO,Eritrea,Angola,ASY,Luanda,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2006,ERI,AGO,Eritrea,Angola,REF,Luanda,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2006,ERI,EGY,Eritrea,Egypt,ASY,Cairo,U,U,5,5,0,78,0,0,88,0,6,0,52,0,0,58,146
2006,ERI,EGY,Eritrea,Egypt,REF,Cairo,U,U,6,8,7,119,0,0,140,9,5,5,115,0,0,134,274
2006,ERI,AUS,Eritrea,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
2006,ERI,AUT,Eritrea,Austria,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,ERI,AUT,Eritrea,Austria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2006,ERI,BEL,Eritrea,Belgium,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2006,ERI,BEL,Eritrea,Belgium,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2006,ERI,BWA,Eritrea,Botswana,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2006,ERI,BRA,Eritrea,Brazil,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2006,ERI,BRA,Eritrea,Brazil,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
2006,ERI,BGR,Eritrea,Bulgaria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2006,ERI,CAN,Eritrea,Canada,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,64,64,0,0,0,0,0,69,69,133
2006,ERI,CAN,Eritrea,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619
2006,ERI,CHN,Eritrea,China,REF,Beijing,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2006,ERI,CYP,Eritrea,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ERI,DNK,Eritrea,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2006,ERI,DNK,Eritrea,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2006,ERI,DJI,Eritrea,Djibouti,ASY,Djibouti,U,U,0,0,0,5,0,0,5,0,0,0,9,0,0,9,14
2006,ERI,DJI,Eritrea,Djibouti,REF,Ali-Adde,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2006,ERI,DJI,Eritrea,Djibouti,REF,Hol-Hol,C,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ERI,ERI,Eritrea,Eritrea,OOC,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2006,ERI,ERI,Eritrea,Eritrea,OOC,Elit,C,U,0,0,0,21,0,0,21,0,0,0,0,0,0,0,21
2006,ERI,ETH,Eritrea,Ethiopia,REF,Addis Ababa,U,U,0,0,5,6,0,0,11,0,0,0,24,0,0,24,35
2006,ERI,ETH,Eritrea,Ethiopia,REF,Shimelba (Shire/Shiraro),C,U,494,557,392,1720,171,0,3334,533,569,435,7958,214,0,9709,13043
2006,ERI,FIN,Eritrea,Finland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
