time_x,admin1,conflicts,TA,PA
1997-02-15,Awdal,0.0,,
1997-03-16,Awdal,0.0,,
1997-04-16,Awdal,0.0,0.0017652233033834674,0.154799362379237
1997-05-16,Awdal,0.0,-0.1301482916074597,-0.18813842455430443
1997-06-16,Awdal,0.0,0.3649359978112228,-0.09849448841270682
1997-07-16,Awdal,0.0,0.4638959796003504,0.2724664843562041
1997-08-16,Awdal,0.0,0.4623375222516212,0.0685558183351731
1997-09-16,Awdal,0.0,0.08678121278211857,0.1296432279207521
1997-10-16,Awdal,0.0,-0.1270819944079622,0.034455038572551576
1997-11-16,Awdal,0.0,-0.25700431784614447,0.002839035325009435
1997-12-16,Awdal,0.0,-0.41612234407596094,0.07484240560339193
1998-01-16,Awdal,0.0,-0.495992442827863,-0.36643463460359776
1998-02-15,Awdal,0.0,-0.4106302312467778,0.37058325172453294
1998-03-16,Awdal,0.0,-0.12194447892483051,-0.3953494553474172
1998-04-16,Awdal,0.0,-0.04766223826441282,0.3548125356458585
1998-05-16,Awdal,0.0,0.1281968869785307,-0.36233378731767024
1998-06-16,Awdal,0.0,0.3182606887759009,-0.08273882097723669
1998-07-16,Awdal,0.0,0.4796200473901881,-0.06696303671873823
1998-08-16,Awdal,0.0,0.3903702291421285,-0.05606452619877748
1998-09-16,Awdal,0.0,0.03762727149948956,0.4301609955277039
1998-10-16,Awdal,0.0,0.001080078287437188,-0.0050185074352654775
1998-11-16,Awdal,0.0,-0.32569238920856913,0.09402098453163525
1998-12-16,Awdal,0.0,-0.383313560470313,-0.01641754949830493
1999-01-16,Awdal,0.0,-0.010337258884630626,-0.15992713388233215
1999-02-15,Awdal,0.0,-0.10668105206071042,0.4560220191981254
1999-03-16,Awdal,0.0,0.10528822332720134,-0.043558840857878756
1999-04-16,Awdal,0.0,-0.21220758404055884,0.4607843334874797
1999-05-16,Awdal,0.0,0.13513518152213866,-0.18980783569836834
1999-06-16,Awdal,2.0,0.45032960177722764,-0.01777895299160004
1999-07-16,Awdal,0.0,0.3823107073542326,-0.3279999530818773
1999-08-16,Awdal,0.0,0.47574396797303214,0.3275147652089158
1999-09-16,Awdal,2.0,-0.06009217448022657,0.379412067554294
1999-10-16,Awdal,0.0,0.06078922188759169,0.30006085273403255
1999-11-16,Awdal,0.0,-0.20645223154124595,-0.26934164578828274
1999-12-16,Awdal,0.0,-0.27708149927450626,-0.5073363226376255
2000-01-16,Awdal,0.0,-0.2586837257352621,-0.6156231036309482
2000-02-15,Awdal,0.0,-0.25747018491979773,-0.06718066006579089
2000-03-16,Awdal,0.0,-0.01174160357251843,-0.07951422749535986
2000-04-16,Awdal,0.0,-0.19253532024194508,0.4963009823084141
2000-05-16,Awdal,0.0,0.08077176507778615,-0.09349908670497324
2000-06-16,Awdal,0.0,0.4453913985621701,-0.009968704585668306
2000-07-16,Awdal,0.0,0.5958159492281685,-0.0331315580902329
2000-08-16,Awdal,0.0,0.5296993523480765,0.08221096343894536
2000-09-16,Awdal,0.0,-0.017325621839793692,0.1515122362640323
2000-10-16,Awdal,0.0,0.038894408420230224,-0.48771736172804353
2000-11-16,Awdal,0.0,-0.13189463780777405,-0.13788537812896837
2000-12-16,Awdal,0.0,-0.310409220362927,-0.11900774185205028
2001-01-16,Awdal,0.0,-0.4329181828767176,-0.08274560659741448
2001-02-15,Awdal,0.0,-0.4227613074206804,0.014168049455386892
2001-03-16,Awdal,0.0,0.03352849494754535,-0.23995772473809432
2001-04-16,Awdal,0.0,-0.10525606824678645,0.3312414346358707
2001-05-16,Awdal,0.0,0.003667624209396351,-0.37134277051109493
2001-06-16,Awdal,0.0,0.24745030671415022,-0.08904741560980127
2001-07-16,Awdal,0.0,0.3436952794036771,-0.03391472645840895
2001-08-16,Awdal,0.0,0.39983189663486657,0.2673420426593049
2001-09-16,Awdal,0.0,0.07648890516887666,0.20994421938523555
2001-10-16,Awdal,0.0,-0.08310399794676383,-0.3832476881767566
2001-11-16,Awdal,0.0,0.009893722635594654,-0.49820248036147335
2001-12-16,Awdal,0.0,-0.3931762834786962,-0.014492249246253844
2002-01-16,Awdal,0.0,-0.21479686803780784,-0.07683923630406504
2002-02-15,Awdal,0.0,-0.39592514888405295,-0.06011446217292312
2002-03-16,Awdal,0.0,-0.08072887340898736,-0.08037999574554067
2002-04-16,Awdal,0.0,-0.08173961818926578,0.14656883647700036
2002-05-16,Awdal,0.0,-0.003795346878606609,-0.0741110847615128
2002-06-16,Awdal,0.0,0.3954297424474967,-0.5005072756199241
2002-07-16,Awdal,0.0,0.4857515078775392,-0.12747808891102175
2002-08-16,Awdal,0.0,0.4449724309505103,0.2947677716789747
2002-09-16,Awdal,2.0,0.07890469802711046,0.3199803651375291
2002-10-16,Awdal,0.0,-0.07259724218481459,-0.32473257446568576
2002-11-16,Awdal,0.0,-0.14067014144172685,-0.1577734697324071
2002-12-16,Awdal,0.0,-0.4293530559045757,0.05600761495799559
2003-01-16,Awdal,0.0,-0.2384714802511998,0.1056994421516293
2003-02-15,Awdal,0.0,-0.3227188904546329,-0.2083945397928851
2003-03-16,Awdal,0.0,-0.05902162417652266,0.0008009236981912545
2003-04-16,Awdal,0.0,-0.06616290548454545,-0.0784182262165037
2003-05-16,Awdal,0.0,0.12933829197583743,0.053547526947972934
2003-06-16,Awdal,0.0,0.44285798726299364,0.06061010490545186
2003-07-16,Awdal,0.0,0.4863625025291578,0.1039004288507892
2003-08-16,Awdal,0.0,0.3936455980293631,0.3498151133742912
2003-09-16,Awdal,0.0,0.13112309031579594,-0.21349391832085787
