time,admin1,tmx,pre,conflicts
1998-04,Banadir,37.437,2.9044999999999996,1.0
1998-04,Bari,36.068333,0.040833335,0.0
1998-04,Bay,40.555,3.4021428,0.0
1998-04,Galgaduud,38.59706,1.5535294,0.0
1998-04,Gedo,40.17143,3.055,0.0
1998-04,Hiraan,40.258183,2.1736364,0.0
1998-04,Lower Juba,35.948235,4.3064704,1.0
1998-04,Lower Shabelle,38.79,2.977,0.0
1998-04,Middle Juba,39.5,3.336,0.0
1998-04,Middle Shabelle,36.084,2.832,0.0
1998-04,Mudug,37.321175,1.1452941,0.0
1998-04,Nugaal,36.703,0.34699997,1.0
1998-04,Sanaag,35.955,0.18944444,0.0
1998-04,Sool,37.335835,0.42,0.0
1998-04,Togdheer,36.966,0.709,0.0
1998-04,Woqooyi Galbeed,37.47,0.811,0.0
1998-05,Awdal,39.565002,1.0775,0.0
1998-05,Bakool,35.62,3.325,0.0
1998-05,Banadir,34.676,1.57400001,3.0
1998-05,Bari,38.599167,0.17791666,0.0
1998-05,Bay,34.94357,4.7771425,2.0
1998-05,Galgaduud,37.584705,0.45529413,0.0
1998-05,Gedo,35.5,3.5342858,0.0
1998-05,Hiraan,37.06818,0.83727264,0.0
1998-05,Lower Juba,33.11588,2.8947058,0.0
1998-05,Lower Shabelle,34.336,2.858,0.0
1998-05,Middle Juba,34.370003,4.06,0.0
1998-05,Middle Shabelle,35.016,0.29000002,0.0
1998-05,Mudug,37.981766,0.21294118,0.0
1998-05,Nugaal,37.863,0.23099999,1.0
1998-05,Sanaag,36.933334,0.34444442,0.0
1998-05,Sool,36.953335,0.84583336,0.0
1998-05,Togdheer,36.209,1.698,0.0
1998-05,Woqooyi Galbeed,38.002003,1.25,0.0
1998-06,Awdal,41.112503,0.13,0.0
1998-06,Bakool,34.985,0.09375,0.0
1998-06,Banadir,34.6484985,0.0194999985,0.0
1998-06,Bari,39.295002,0.016666666,0.0
1998-06,Bay,34.627144,0.16285715,1.0
1998-06,Galgaduud,37.632355,0.019411763,0.0
1998-06,Gedo,35.214996,0.32999998,0.0
1998-06,Hiraan,37.48182,0.02090909,0.0
1998-06,Lower Juba,33.582943,0.85529417,0.0
1998-06,Lower Shabelle,34.532997,0.038999997,0.0
1998-06,Middle Juba,34.894,0.23400001,0.0
1998-06,Middle Shabelle,34.764,0.0,0.0
1998-06,Mudug,38.431175,0.011176472,0.0
1998-06,Nugaal,38.971,0.015000001,0.0
1998-06,Sanaag,37.553886,0.04777778,0.0
1998-06,Sool,38.483334,0.14583333,0.0
1998-06,Togdheer,37.312,0.221,0.0
1998-06,Woqooyi Galbeed,38.507,0.127,0.0
1998-07,Awdal,39.685,0.54249996,0.0
1998-07,Bakool,33.86875,0.11,0.0
