time,region,PRECTOTCORR,T2M_MAX
200212.0,Lower Shabelle,1.191,35.613
200212.0,Middle Juba,2.15,36.946
200212.0,Middle Shabelle,0.074,34.2
200212.0,Mudug,0.006470588,34.971767
200212.0,Nugaal,0.015000001,34.131996
200212.0,Sanaag,0.0,31.617222
200212.0,Sool,0.0,34.31
200212.0,Togdheer,0.019,33.454998
200212.0,Woqooyi Galbeed,0.25599998,31.747
200213.0,Awdal,0.5075,41.495003
200213.0,Bakool,1.3087499,40.14375
200213.0,Bari,0.13666666,38.564583
200213.0,Bay,1.6578571,40.817142
200213.0,Galgaduud,0.53294116,38.721767
200213.0,Gedo,1.4285715,41.005714
200213.0,Hiraan,0.90363634,40.553635
200213.0,Lower Juba,2.0882354,39.356472
200213.0,Lower Shabelle,1.3030001,38.964
200213.0,Middle Juba,1.6959999,40.398003
200213.0,Middle Shabelle,0.602,37.182
200213.0,Mudug,0.28588235,38.358234
200213.0,Nugaal,0.175,37.776
200213.0,Sanaag,0.10833333,37.161114
200213.0,Sool,0.11916667,37.6525
200213.0,Togdheer,0.19500001,37.514
200213.0,Woqooyi Galbeed,0.33699998,39.006
200301.0,Awdal,0.0525,31.630001
200301.0,Bakool,0.058749996,37.322502
200301.0,Bari,0.004583333,31.841665
200301.0,Bay,0.13428572,39.370716
200301.0,Galgaduud,0.052941173,35.34294
200301.0,Gedo,0.13571429,39.260002
200301.0,Hiraan,0.07,37.252724
200301.0,Lower Juba,0.060588233,38.118824
200301.0,Lower Shabelle,0.100999996,37.657
200301.0,Middle Juba,0.13599999,39.336
200301.0,Middle Shabelle,0.18,34.297997
200301.0,Mudug,0.0064705876,34.012943
200301.0,Nugaal,0.0009999999,33.562
200301.0,Sanaag,0.0,32.29667
200301.0,Sool,0.0,34.42583
200301.0,Togdheer,0.0,34.004
200301.0,Woqooyi Galbeed,0.021,32.741
200302.0,Awdal,0.5025,34.057503
200302.0,Bakool,0.01625,38.791252
200302.0,Bari,0.0020833332,33.868748
200302.0,Bay,0.043571424,40.119286
200302.0,Galgaduud,0.017058823,36.91647
200302.0,Gedo,0.019999998,40.65857
200302.0,Hiraan,0.014545455,39.063633
200302.0,Lower Juba,0.012352941,38.85
200302.0,Lower Shabelle,0.046,38.19
200302.0,Middle Juba,0.02,39.947998
200302.0,Middle Shabelle,0.029999997,35.124
200302.0,Mudug,0.0035294115,35.26353
200302.0,Nugaal,0.0009999999,34.825
200302.0,Sanaag,0.0016666666,34.06
200302.0,Sool,0.0016666666,35.603333
200302.0,Togdheer,0.038999997,35.377003
200302.0,Woqooyi Galbeed,0.31599998,34.948
200303.0,Awdal,0.1625,34.9625
200303.0,Bakool,0.26749998,39.1425
200303.0,Bari,0.0049999994,35.16042
200303.0,Bay,0.34642857,40.37286
200303.0,Galgaduud,0.0076470585,37.935883
200303.0,Gedo,0.36214286,40.91857
200303.0,Hiraan,0.06727273,39.626366
200303.0,Lower Juba,0.42058825,39.437057
200303.0,Lower Shabelle,0.21000001,38.785
200303.0,Middle Juba,0.35799998,40.432
200303.0,Middle Shabelle,0.022,35.885998
200303.0,Mudug,0.0011764705,36.737057
200303.0,Nugaal,0.0009999999,36.3
200303.0,Sanaag,0.00055555557,35.064445
200303.0,Sool,0.0,36.9925
200303.0,Togdheer,0.014999999,36.777996
200303.0,Woqooyi Galbeed,0.108,35.49
200304.0,Awdal,4.3325005,37.565
200304.0,Bakool,7.79125,39.684998
200304.0,Bari,1.3416668,36.497913
200304.0,Bay,7.9835715,40.702145
200304.0,Galgaduud,3.0305882,38.589996
200304.0,Gedo,6.9578576,41.24357
200304.0,Hiraan,4.548182,40.287273
200304.0,Lower Juba,8.467648,39.14588
200304.0,Lower Shabelle,6.583,38.983997
200304.0,Middle Juba,9.916,40.435997
200304.0,Middle Shabelle,4.0099998,36.747997
200304.0,Mudug,1.6858824,37.781765
200304.0,Nugaal,1.4020001,37.329998
200304.0,Sanaag,2.1133335,35.806667
200304.0,Sool,1.8066667,37.62083
200304.0,Togdheer,2.856,36.808
200304.0,Woqooyi Galbeed,4.81,37.282
200305.0,Awdal,2.0725,37.295002
200305.0,Bakool,1.7662499,32.805
200305.0,Bari,0.7029167,36.946667
200305.0,Bay,2.9785714,32.388573
200305.0,Galgaduud,1.0229411,36.10294
200305.0,Gedo,2.632857,33.47143
200305.0,Hiraan,1.2472726,35.982727
200305.0,Lower Juba,4.0576468,33.41
200305.0,Lower Shabelle,2.522,33.161
200305.0,Middle Juba,4.296,31.964
200305.0,Middle Shabelle,1.176,34.792
200305.0,Mudug,1.0105883,35.862354
200305.0,Nugaal,0.8870001,35.657
200305.0,Sanaag,1.0127778,34.726112
200305.0,Sool,1.1333333,35.124165
200305.0,Togdheer,1.516,34.498
200305.0,Woqooyi Galbeed,1.142,35.767
200306.0,Awdal,0.7525,39.964996
200306.0,Bakool,0.087500006,32.995
200306.0,Bari,0.24458332,37.09708
200306.0,Bay,0.122857146,32.305717
200306.0,Galgaduud,0.047647063,35.338825
200306.0,Gedo,0.13928571,32.704285
200306.0,Hiraan,0.025454545,34.965454
200306.0,Lower Juba,2.0841177,31.882353
200306.0,Lower Shabelle,0.034,32.181
200306.0,Middle Juba,0.254,31.385998
200306.0,Middle Shabelle,0.0,32.758003
200306.0,Mudug,0.11941177,36.10588
200306.0,Nugaal,0.25700003,35.943
200306.0,Sanaag,0.50611115,35.643887
200306.0,Sool,0.35,35.56333
200306.0,Togdheer,0.379,35.007
200306.0,Woqooyi Galbeed,0.725,37.398
200307.0,Awdal,1.24,39.7825
200307.0,Bakool,0.0475,33.85875
200307.0,Bari,0.36625,37.2025
200307.0,Bay,0.07928572,33.87714
200307.0,Galgaduud,0.05235294,35.125294
200307.0,Gedo,0.05,33.637142
200307.0,Hiraan,0.025454545,35.18182
200307.0,Lower Juba,1.0247059,32.13412
200307.0,Lower Shabelle,0.034999996,32.863
200307.0,Middle Juba,0.13599999,33.182
200307.0,Middle Shabelle,0.012,32.128
200307.0,Mudug,0.074117646,35.42471
200307.0,Nugaal,0.060000002,35.286
200307.0,Sanaag,0.37777779,35.898888
200307.0,Sool,0.20583333,35.524166
200307.0,Togdheer,0.328,34.787
200307.0,Woqooyi Galbeed,0.871,37.191998
200308.0,Awdal,6.16,37.7325
200308.0,Bakool,0.62625,34.7675
200308.0,Bari,3.6325004,35.35542
200308.0,Bay,0.8535715,35.09714
200308.0,Galgaduud,1.7835294,34.415295
200308.0,Gedo,0.18714285,35.395714
200308.0,Hiraan,0.94818187,35.418182
200308.0,Lower Juba,0.38470587,33.31059
200308.0,Lower Shabelle,0.521,33.318
200308.0,Middle Juba,0.20799999,34.786
200308.0,Middle Shabelle,0.842,31.685999
200308.0,Mudug,1.9794118,34.274117
200308.0,Nugaal,1.43,33.783
200308.0,Sanaag,4.793889,33.369442
200308.0,Sool,3.1633332,34.051666
200308.0,Togdheer,3.197,33.539997
200308.0,Woqooyi Galbeed,5.417,35.043
200309.0,Awdal,1.475,37.54
200309.0,Bakool,0.58000004,36.5975
200309.0,Bari,3.965833,34.5475
200309.0,Bay,0.8207143,36.702858
200309.0,Galgaduud,1.1270589,35.524117
200309.0,Gedo,0.29285714,36.97
200309.0,Hiraan,1.0472728,36.953636
200309.0,Lower Juba,0.57764703,35.15706
200309.0,Lower Shabelle,0.725,34.719
200309.0,Middle Juba,0.526,36.264
200309.0,Middle Shabelle,1.438,32.994
200309.0,Mudug,1.5723529,35.094116
200309.0,Nugaal,1.0960001,34.653004
200309.0,Sanaag,3.0572224,32.62056
200309.0,Sool,2.6275,33.90167
200309.0,Togdheer,2.55,33.057
200309.0,Woqooyi Galbeed,2.287,34.42
200310.0,Awdal,0.2175,36.142498
200310.0,Bakool,0.46249998,37.489998
200310.0,Bari,0.0033333332,34.496666
200310.0,Bay,0.625,38.15143
200310.0,Galgaduud,0.040588234,36.565292
200310.0,Gedo,0.65714294,38.224285
200310.0,Hiraan,0.14181818,38.244545
200310.0,Lower Juba,1.9305882,36.558823
200310.0,Lower Shabelle,0.40999994,36.722004
200310.0,Middle Juba,1.086,37.434
200310.0,Middle Shabelle,0.060000002,35.491997
200310.0,Mudug,0.0052941176,36.05
200310.0,Nugaal,0.003,36.115
200310.0,Sanaag,0.007222222,33.02889
200310.0,Sool,0.009166666,35.396667
200310.0,Togdheer,0.014,34.385002
200310.0,Woqooyi Galbeed,0.04,34.46
200311.0,Awdal,0.01,33.2575
200311.0,Bakool,2.62625,35.4025
200311.0,Bari,0.0075,31.534998
200311.0,Bay,3.4764287,35.416428
200311.0,Galgaduud,1.5888234,36.15294
200311.0,Gedo,2.74,36.24
200311.0,Hiraan,2.7436364,36.51727
200311.0,Lower Juba,3.0382354,34.95647
200311.0,Lower Shabelle,3.2969997,34.65
200311.0,Middle Juba,3.056,35.57
200311.0,Middle Shabelle,3.42,34.078
200311.0,Mudug,0.2747059,35.424118
200311.0,Nugaal,0.081,34.546
200311.0,Sanaag,0.0011111111,31.811666
200311.0,Sool,0.011666666,34.415
200311.0,Togdheer,0.053000003,33.9
200311.0,Woqooyi Galbeed,0.022,33.234997
200312.0,Awdal,1.895,30.9275
200312.0,Bakool,2.93125,34.88
200312.0,Bari,0.22041667,30.72167
200312.0,Bay,4.1771426,34.647858
200312.0,Galgaduud,2.5541177,35.132355
200312.0,Gedo,3.1650002,35.91286
200312.0,Hiraan,3.317273,35.817272
200312.0,Lower Juba,2.0700002,36.113533
200312.0,Lower Shabelle,4.6150002,34.05
200312.0,Middle Juba,3.4959998,35.657997
200312.0,Middle Shabelle,2.552,33.228
200312.0,Mudug,1.8029412,34.56765
200312.0,Nugaal,0.651,33.408
200312.0,Sanaag,0.47611108,31.085558
200312.0,Sool,0.41833338,33.433334
200312.0,Togdheer,0.73899996,32.869
200312.0,Woqooyi Galbeed,1.525,31.635998
200313.0,Awdal,1.5825,40.1725
200313.0,Bakool,1.43625,39.684998
200313.0,Bari,0.87541676,37.66792
200313.0,Bay,1.8035713,40.712856
200313.0,Galgaduud,0.9458823,38.589996
200313.0,Gedo,1.4449999,41.29214
200313.0,Hiraan,1.1836363,40.287273
200313.0,Lower Juba,2.0094118,39.49706
200313.0,Lower Shabelle,1.5929999,39.004997
200313.0,Middle Juba,1.9560001,40.558
200313.0,Middle Shabelle,1.14,36.747997
200313.0,Mudug,0.71647054,37.825294
200313.0,Nugaal,0.491,37.481
200313.0,Sanaag,1.0333333,36.710556
200313.0,Sool,0.8125,37.663334
200313.0,Togdheer,0.974,37.002
200313.0,Woqooyi Galbeed,1.444,37.98
200401.0,Awdal,0.39,30.574999
200401.0,Bakool,0.0725,36.8975
200401.0,Bari,0.20291667,31.559166
200401.0,Bay,0.086428575,39.268574
200401.0,Galgaduud,0.10764706,35.307056
200401.0,Gedo,0.135,39.559998
200401.0,Hiraan,0.07181818,36.99273
200401.0,Lower Juba,0.25,39.111767
200401.0,Lower Shabelle,0.048,37.746
200401.0,Middle Juba,0.074,40.036
200401.0,Middle Shabelle,0.122,34.258003
200401.0,Mudug,0.12411764,34.495293
200401.0,Nugaal,0.063,33.738
200401.0,Sanaag,0.100555554,31.551666
200401.0,Sool,0.034999996,34.213333
200401.0,Togdheer,0.12299999,33.642998
200401.0,Woqooyi Galbeed,0.239,31.209
200402.0,Awdal,0.0,31.0075
200402.0,Bakool,0.0175,37.6625
200402.0,Bari,0.0025,31.009583
200402.0,Bay,0.035714287,39.305714
200402.0,Galgaduud,0.009411764,36.198235
200402.0,Gedo,0.07571428,39.625713
200402.0,Hiraan,0.0018181818,37.787273
200402.0,Lower Juba,0.06529412,39.426476
200402.0,Lower Shabelle,0.01,38.164
200402.0,Middle Juba,0.030000001,40.033997
200402.0,Middle Shabelle,0.0,35.374
200402.0,Mudug,0.0017647059,34.83647
200402.0,Nugaal,0.0,33.711998
200402.0,Sanaag,0.0,31.370554
200402.0,Sool,0.0,34.298336
200402.0,Togdheer,0.0,33.775
200402.0,Woqooyi Galbeed,0.0,31.306
200403.0,Awdal,0.0775,34.5
200403.0,Bakool,0.14875,39.03
200403.0,Bari,0.0016666666,34.272915
200403.0,Bay,0.17857145,40.327854
200403.0,Galgaduud,0.0011764705,37.86647
200403.0,Gedo,0.305,40.36643
200403.0,Hiraan,0.021818183,39.52727
200403.0,Lower Juba,0.098235294,39.559414
200403.0,Lower Shabelle,0.07,38.732002
200403.0,Middle Juba,0.048,40.202003
200403.0,Middle Shabelle,0.0,35.892
200403.0,Mudug,0.0,36.421177
200403.0,Nugaal,0.0,35.669
200403.0,Sanaag,0.0033333332,33.875
200403.0,Sool,0.0,36.240833
200403.0,Togdheer,0.0019999999,35.721
200403.0,Woqooyi Galbeed,0.021,34.813
200404.0,Awdal,2.4,36.4975
200404.0,Bakool,3.2199998,38.07625
200404.0,Bari,0.15375,36.322083
200404.0,Bay,3.5707142,38.829285
200404.0,Galgaduud,0.7994118,37.85059
200404.0,Gedo,3.357857,38.29786
200404.0,Hiraan,0.85636365,39.298183
200404.0,Lower Juba,3.7894115,37.929413
200404.0,Lower Shabelle,2.8120003,37.262
200404.0,Middle Juba,4.818,38.726
200404.0,Middle Shabelle,0.554,36.434002
200404.0,Mudug,0.62529415,37.031765
200404.0,Nugaal,0.35900003,36.374
200404.0,Sanaag,0.55888885,35.093334
200404.0,Sool,0.715,36.075832
200404.0,Togdheer,1.426,35.185
200404.0,Woqooyi Galbeed,1.6119999,35.665
200405.0,Awdal,0.13749999,40.457497
200405.0,Bakool,0.41375,35.8975
200405.0,Bari,0.2575,38.633747
200405.0,Bay,0.39785713,35.69
200405.0,Galgaduud,0.38647056,38.13647
200405.0,Gedo,0.22071429,36.454998
200405.0,Hiraan,0.31636363,38.394547
200405.0,Lower Juba,0.5235294,36.29235
200405.0,Lower Shabelle,0.221,34.961998
200405.0,Middle Juba,0.286,35.504
200405.0,Middle Shabelle,0.192,35.206
200405.0,Mudug,0.7247059,38.212353
200405.0,Nugaal,0.609,38.073997
200405.0,Sanaag,0.38055554,37.481667
200405.0,Sool,0.535,38.35667
200405.0,Togdheer,0.49,38.346
200405.0,Woqooyi Galbeed,0.183,38.845
200406.0,Awdal,0.7525,40.865
200406.0,Bakool,0.93875,34.4925
200406.0,Bari,0.49916664,37.12
200406.0,Bay,1.7564286,34.75143
200406.0,Galgaduud,1.3370588,35.14588
200406.0,Gedo,0.8392857,34.6
200406.0,Hiraan,1.6345454,36.00091
200406.0,Lower Juba,1.7847059,33.382942
200406.0,Lower Shabelle,2.19,33.609
200406.0,Middle Juba,1.734,34.045998
200406.0,Middle Shabelle,1.684,32.786
200406.0,Mudug,1.4905882,35.10412
200406.0,Nugaal,1.0869999,34.847
200406.0,Sanaag,1.0938888,35.488888
200406.0,Sool,1.1591667,35.216663
200406.0,Togdheer,1.1470001,35.336002
200406.0,Woqooyi Galbeed,0.921,38.032
200407.0,Awdal,1.8050001,40.2625
200407.0,Bakool,0.4,33.845
200407.0,Bari,0.061666667,36.524998
200407.0,Bay,0.4628572,34.034283
200407.0,Galgaduud,0.7958824,33.922943
200407.0,Gedo,0.11,34.39857
200407.0,Hiraan,0.34909087,34.743637
200407.0,Lower Juba,0.29941177,33.07647
200407.0,Lower Shabelle,0.251,32.627003
200407.0,Middle Juba,0.094,33.902
200407.0,Middle Shabelle,0.356,31.576
200407.0,Mudug,0.75529414,33.864117
200407.0,Nugaal,0.222,33.909996
200407.0,Sanaag,0.57,35.221664
200407.0,Sool,0.69,34.176666
200407.0,Togdheer,1.4399999,33.641
200407.0,Woqooyi Galbeed,1.7959999,36.682
200408.0,Awdal,0.56,40.0625
200408.0,Bakool,0.018749999,34.85125
200408.0,Bari,0.039166663,36.749584
200408.0,Bay,0.020714285,35.175
200408.0,Galgaduud,0.06,34.945293
200408.0,Gedo,0.0071428567,35.07857
200408.0,Hiraan,0.05090909,35.76273
200408.0,Lower Juba,0.1882353,33.98294
200408.0,Lower Shabelle,0.025999999,33.385998
200408.0,Middle Juba,0.022,34.684002
200408.0,Middle Shabelle,0.056,32.124
200408.0,Mudug,0.05882353,34.7247
200408.0,Nugaal,0.028,34.344
200408.0,Sanaag,0.043888886,35.795555
200408.0,Sool,0.060000002,35.33
200408.0,Togdheer,0.124,34.594997
200408.0,Woqooyi Galbeed,0.35099998,37.044
200409.0,Awdal,1.0525,39.43
200409.0,Bakool,0.44375002,36.6575
200409.0,Bari,0.049166664,37.22167
200409.0,Bay,0.34571427,37.085
200409.0,Galgaduud,1.1888235,36.372944
200409.0,Gedo,0.07071429,37.34857
200409.0,Hiraan,0.98363644,37.284546
200409.0,Lower Juba,0.089411765,35.84412
200409.0,Lower Shabelle,0.34600002,34.864998
200409.0,Middle Juba,0.013999999,36.704002
200409.0,Middle Shabelle,1.0220001,33.264
200409.0,Mudug,1.2194117,35.954704
200409.0,Nugaal,0.371,35.596
200409.0,Sanaag,0.27388892,35.71778
200409.0,Sool,0.585,36.2375
200409.0,Togdheer,0.976,35.842
200409.0,Woqooyi Galbeed,1.298,36.935997
200410.0,Awdal,0.37,36.2175
200410.0,Bakool,5.04375,36.9025
200410.0,Bari,0.05916666,35.635418
200410.0,Bay,5.4578567,37.93714
200410.0,Galgaduud,1.7288237,36.229412
200410.0,Gedo,3.7864287,38.04643
200410.0,Hiraan,3.611818,37.90182
200410.0,Lower Juba,3.782941,36.824703
200410.0,Lower Shabelle,4.7939997,36.360004
200410.0,Middle Juba,5.626,37.624
200410.0,Middle Shabelle,2.23,34.385998
200410.0,Mudug,0.46117646,35.584705
200410.0,Nugaal,0.178,34.715004
200410.0,Sanaag,0.19944446,34.278336
200410.0,Sool,0.31166667,34.86
200410.0,Togdheer,0.604,34.261
200410.0,Woqooyi Galbeed,0.347,35.102
200411.0,Awdal,1.0124999,32.015
200411.0,Bakool,3.90625,33.25
200411.0,Bari,4.191667,33.185833
200411.0,Bay,3.899286,33.605717
200411.0,Galgaduud,3.2,35.65059
200411.0,Gedo,3.1485713,35.300713
200411.0,Hiraan,3.0718184,35.817272
200411.0,Lower Juba,3.5811763,35.35353
200411.0,Lower Shabelle,2.915,33.831997
200411.0,Middle Juba,3.332,34.812
200411.0,Middle Shabelle,2.248,34.402
200411.0,Mudug,3.8282354,36.050587
200411.0,Nugaal,2.506,35.353996
200411.0,Sanaag,1.6299999,31.819445
200411.0,Sool,1.4641666,34.656666
200411.0,Togdheer,1.734,33.566
200411.0,Woqooyi Galbeed,1.324,31.613
200412.0,Awdal,2.05,30.305
200412.0,Bakool,0.69624996,34.20125
200412.0,Bari,1.765,28.672083
200412.0,Bay,1.0921428,35.93357
200412.0,Galgaduud,0.48705882,33.86588
200412.0,Gedo,1.3399999,36.56643
200412.0,Hiraan,0.42454547,35.363636
200412.0,Lower Juba,1.9311765,36.602352
200412.0,Lower Shabelle,0.846,35.883
200412.0,Middle Juba,1.8880001,36.628002
200412.0,Middle Shabelle,0.246,34.514
200412.0,Mudug,1.2135293,32.74647
200412.0,Nugaal,0.991,31.388
200412.0,Sanaag,0.70222217,29.562222
200412.0,Sool,0.36250004,32.520836
200412.0,Togdheer,0.86800003,31.536001
200412.0,Woqooyi Galbeed,1.6,29.997
200413.0,Awdal,0.8825,41.2925
200413.0,Bakool,1.27625,39.03
200413.0,Bari,0.60291666,38.769165
200413.0,Bay,1.4392856,40.327854
200413.0,Galgaduud,0.8382353,38.381176
200413.0,Gedo,1.1142857,40.399284
200413.0,Hiraan,0.9472727,39.62
200413.0,Lower Juba,1.3629411,39.628235
200413.0,Lower Shabelle,1.2080001,38.806
200413.0,Middle Juba,1.492,40.312
200413.0,Middle Shabelle,0.724,36.634003
200413.0,Mudug,0.87000006,38.235294
200413.0,Nugaal,0.532,38.081
200413.0,Sanaag,0.46055555,37.596664
200413.0,Sool,0.48916665,38.35667
200413.0,Togdheer,0.741,38.346
200413.0,Woqooyi Galbeed,0.80599993,38.961998
200501.0,Awdal,0.7425,30.795
200501.0,Bakool,0.1425,36.9875
200501.0,Bari,0.44833335,30.0075
200501.0,Bay,0.066428564,38.917854
200501.0,Galgaduud,0.32999998,35.11647
200501.0,Gedo,0.05357143,38.99429
200501.0,Hiraan,0.06636364,37.715454
200501.0,Lower Juba,0.005294118,38.14294
200501.0,Lower Shabelle,0.021000002,37.777
200501.0,Middle Juba,0.0,39.112
200501.0,Middle Shabelle,0.084,34.642
200501.0,Mudug,0.5564706,33.258236
200501.0,Nugaal,0.263,33.016
200501.0,Sanaag,0.2661111,31.106113
200501.0,Sool,0.13083333,33.73833
200501.0,Togdheer,0.42399997,32.815002
200501.0,Woqooyi Galbeed,0.72,30.976002
200502.0,Awdal,0.0025,33.4675
200502.0,Bakool,0.028749999,38.945
200502.0,Bari,0.073750004,32.014584
200502.0,Bay,0.17999999,40.261433
200502.0,Galgaduud,0.0011764705,36.35647
200502.0,Gedo,0.19428572,40.54143
200502.0,Hiraan,0.006363636,38.97091
200502.0,Lower Juba,0.27823526,39.147648
200502.0,Lower Shabelle,0.163,38.380005
200502.0,Middle Juba,0.396,40.064
200502.0,Middle Shabelle,0.0039999997,35.164
200502.0,Mudug,0.0,34.289413
200502.0,Nugaal,0.0039999997,33.753
200502.0,Sanaag,0.0,34.015556
200502.0,Sool,0.0016666666,35.0075
200502.0,Togdheer,0.0019999999,35.616997
200502.0,Woqooyi Galbeed,0.007999999,34.831
200503.0,Awdal,0.86,35.525
200503.0,Bakool,1.0425,39.20625
200503.0,Bari,0.11625,34.26375
200503.0,Bay,1.4957143,40.474285
200503.0,Galgaduud,1.0470588,37.34
200503.0,Gedo,0.78571427,41.204998
200503.0,Hiraan,1.3845454,39.433636
200503.0,Lower Juba,0.5247059,39.415295
200503.0,Lower Shabelle,1.4990001,38.514
200503.0,Middle Juba,0.498,40.472004
200503.0,Middle Shabelle,1.184,35.657997
200503.0,Mudug,0.35235295,36.021175
200503.0,Nugaal,0.11600001,35.415
200503.0,Sanaag,0.22833334,34.45611
200503.0,Sool,0.23333333,36.110832
200503.0,Togdheer,0.537,35.467003
200503.0,Woqooyi Galbeed,0.825,35.200996
200504.0,Awdal,9.125,36.185
200504.0,Bakool,3.1725001,39.41375
200504.0,Bari,2.6425002,35.56375
200504.0,Bay,1.8564285,40.485004
200504.0,Galgaduud,2.667059,38.202938
200504.0,Gedo,1.7650001,40.951427
200504.0,Hiraan,1.5163636,39.520912
200504.0,Lower Juba,1.5647058,39.35588
200504.0,Lower Shabelle,1.119,38.844
200504.0,Middle Juba,1.3040001,40.517998
200504.0,Middle Shabelle,0.582,36.59
200504.0,Mudug,2.7494116,37.360004
200504.0,Nugaal,3.471,36.954998
200504.0,Sanaag,3.9844446,34.99389
200504.0,Sool,3.1491668,36.908337
200504.0,Togdheer,4.5150003,36.199997
200504.0,Woqooyi Galbeed,6.724,35.86
200505.0,Awdal,2.7525,35.965
200505.0,Bakool,2.3000002,35.659996
200505.0,Bari,0.19333333,36.67667
200505.0,Bay,2.7942855,36.865715
200505.0,Galgaduud,2.2117646,36.611767
200505.0,Gedo,2.2028573,37.397858
200505.0,Hiraan,3.1109092,37.598183
200505.0,Lower Juba,3.6035295,35.838234
200505.0,Lower Shabelle,3.122,36.16
200505.0,Middle Juba,2.676,37.59
200505.0,Middle Shabelle,2.8940003,35.708
200505.0,Mudug,1.4770589,35.96176
200505.0,Nugaal,0.93,35.314003
200505.0,Sanaag,0.6694444,34.828888
200505.0,Sool,1.3033333,36.100002
200505.0,Togdheer,1.808,35.086002
200505.0,Woqooyi Galbeed,1.6049999,34.883003
200506.0,Awdal,0.065,39.182503
200506.0,Bakool,0.075,34.00375
200506.0,Bari,0.0062499996,38.94833
200506.0,Bay,0.5514286,34.144287
200506.0,Galgaduud,0.114117645,34.921173
200506.0,Gedo,0.1742857,35.4
200506.0,Hiraan,0.25999996,35.082726
200506.0,Lower Juba,0.8917647,34.178825
200506.0,Lower Shabelle,0.744,33.28
200506.0,Middle Juba,0.768,34.711998
200506.0,Middle Shabelle,0.35,32.879997
200506.0,Mudug,0.061764702,35.958237
200506.0,Nugaal,0.025999999,37.068
200506.0,Sanaag,0.020555556,36.33
200506.0,Sool,0.041666668,37.055832
200506.0,Togdheer,0.084,35.713
200506.0,Woqooyi Galbeed,0.083,36.988
200507.0,Awdal,0.19749999,39.94
200507.0,Bakool,0.1575,34.705
200507.0,Bari,0.025833333,36.943752
200507.0,Bay,0.6114286,34.482143
200507.0,Galgaduud,0.11941177,34.784702
200507.0,Gedo,0.2792857,34.80357
200507.0,Hiraan,0.19636363,35.46909
200507.0,Lower Juba,2.2811763,32.762352
200507.0,Lower Shabelle,0.925,32.734
200507.0,Middle Juba,0.87799996,33.838
200507.0,Middle Shabelle,0.444,31.87
200507.0,Mudug,0.067058824,34.95118
200507.0,Nugaal,0.023,34.721
200507.0,Sanaag,0.014444444,35.452778
200507.0,Sool,0.023333332,35.077503
200507.0,Togdheer,0.049999997,34.833
200507.0,Woqooyi Galbeed,0.116,36.997997
200508.0,Awdal,0.99,40.2825
200508.0,Bakool,0.074999996,35.485
200508.0,Bari,0.039166663,36.602917
200508.0,Bay,0.19642857,35.22357
200508.0,Galgaduud,0.034117647,35.28294
200508.0,Gedo,0.096428566,35.602142
200508.0,Hiraan,0.118181825,36.184547
200508.0,Lower Juba,0.21235293,33.67706
200508.0,Lower Shabelle,0.19800001,33.531
200508.0,Middle Juba,0.178,34.792
200508.0,Middle Shabelle,0.16,31.773998
200508.0,Mudug,0.006470588,35.122353
200508.0,Nugaal,0.0009999999,34.995003
200508.0,Sanaag,0.012777777,35.64778
200508.0,Sool,0.015833333,35.934166
200508.0,Togdheer,0.124,35.439995
200508.0,Woqooyi Galbeed,0.62299997,37.129997
200509.0,Awdal,0.42249998,39.725002
200509.0,Bakool,0.145,37.3675
200509.0,Bari,0.44416666,37.27917
200509.0,Bay,0.15928571,37.574287
200509.0,Galgaduud,0.27882352,36.939415
200509.0,Gedo,0.04142857,37.84143
200509.0,Hiraan,0.25818184,38.100002
200509.0,Lower Juba,0.065294124,35.794117
200509.0,Lower Shabelle,0.181,35.783
200509.0,Middle Juba,0.022,36.868
200509.0,Middle Shabelle,0.628,34.31
200509.0,Mudug,0.21411765,36.151764
200509.0,Nugaal,0.151,35.556
200509.0,Sanaag,0.33222222,35.929443
200509.0,Sool,0.38333333,36.105
200509.0,Togdheer,0.42800003,35.776
200509.0,Woqooyi Galbeed,0.412,37.504997
200510.0,Awdal,0.0675,36.940002
200510.0,Bakool,1.0775001,36.11
200510.0,Bari,0.0070833326,35.69042
200510.0,Bay,0.65142864,37.229286
200510.0,Galgaduud,0.19705881,35.98117
200510.0,Gedo,0.3092857,37.738567
200510.0,Hiraan,0.26909092,37.256363
200510.0,Lower Juba,0.25,36.60941
200510.0,Lower Shabelle,0.229,35.693996
200510.0,Middle Juba,0.174,37.438
200510.0,Middle Shabelle,0.024,33.859997
200510.0,Mudug,0.16058823,35.734707
200510.0,Nugaal,0.069,35.519
200510.0,Sanaag,0.018333333,34.34611
200510.0,Sool,0.05,35.549168
200510.0,Togdheer,0.07,35.372997
200510.0,Woqooyi Galbeed,0.044,35.616
200511.0,Awdal,0.33249998,33.3075
200511.0,Bakool,0.99125,36.77
200511.0,Bari,0.0025,33.541668
200511.0,Bay,2.215,37.59786
200511.0,Galgaduud,0.46235296,36.321175
200511.0,Gedo,1.5607144,37.75857
200511.0,Hiraan,0.76,37.845455
200511.0,Lower Juba,2.1741176,36.629414
200511.0,Lower Shabelle,2.123,36.369
200511.0,Middle Juba,2.3639998,37.64
200511.0,Middle Shabelle,1.146,34.870003
200511.0,Mudug,0.07,35.437054
200511.0,Nugaal,0.012,34.698997
200511.0,Sanaag,0.0011111111,32.694443
200511.0,Sool,0.0049999994,34.829998
200511.0,Togdheer,0.065,34.495003
200511.0,Woqooyi Galbeed,0.234,33.246002
